"Year","Yearly_Ranking","Title","Studio","Total_Gross","Number_of_Theaters","Opening_Gross","Number_of_Opening_Theaters","Open_Date","End_Date","Running.time","Genre","Rating","Open_Month","End_Month","Playing_day","Running.length","Gross_level","Ranking"
"2016","34","Don't Breathe","SGem",89217875,3384,26411706,3051,"8/26","12/22",88,"Horror Thriller","R","Aug",12,118,"short","0","4"
"2016","35","Miss Peregrine's Home for Peculiar Children","Fox",87242834,3835,28871140,3522,"9/30","2/9",127,"Fantasy","PG-13","Sep",2,132,"long","0","4"
"2016","36","The Accountant","WB",86260045,3402,24710273,3332,"10/14","1/12",128,"Drama","R","Oct",1,90,"long","0","4"
"2016","37","Teenage Mutant Ninja Turtles: Out of the Shadows","Par.",82051601,4071,35316382,4071,"6/3","9/8",112,"Action / Adventure","PG-13","Jun",9,97,"medium","0","4"
"2016","38","The Purge: Election Year","Uni.",79213375,2821,31515110,2796,"7/1","10/13",105,"Thriller","R","Jul",10,104,"medium","0","4"
"2016","39","Alice Through the Looking Glass","BV",77041381,3763,26858726,3763,"5/27","9/1",112,"Family Adventure","PG","May",9,97,"medium","0","4"
"2016","40","Pete's Dragon (2016)","BV",76233151,3702,21514095,3702,"8/12","12/15",102,"Family","PG","Aug",12,125,"medium","0","4"
"2016","41","The Girl on the Train (2016)","Uni.",75395035,3241,24536265,3144,"10/7","12/29",112,"Thriller","R","Oct",12,83,"medium","0","5"
"2016","42","Boo! A Madea Halloween","LGF",73206343,2299,28501448,2260,"10/21","12/22",103,"Horror Comedy","PG-13","Oct",12,62,"medium","0","5"
"2016","43","Storks","WB",72679278,3922,21311407,3922,"9/23","1/12",89,"Animation","PG","Sep",1,111,"short","0","5"
"2016","44","10 Cloverfield Lane","Par.",72082998,3427,24727437,3391,"3/11","6/2",105,"Thriller","PG-13","Mar",6,83,"medium","0","5"
"2016","45","Lights Out","WB",67268835,2835,21688103,2818,"7/22","9/29",81,"Horror","PG-13","Jul",9,69,"short","0","5"
"2016","46","Hacksaw Ridge","LGF",67209615,2971,15190758,2886,"11/4","3/9",131,"Action Drama","R","Nov",3,125,"long","0","5"
"2016","47","The Divergent Series: Allegiant","LG/S",66184051,3740,29027348,3740,"3/18","6/2",121,"Action / Adventure","PG-13","Mar",6,76,"long","0","5"
"2016","48","Now You See Me 2","LG/S",65075540,3232,22383146,3232,"6/10","8/25",129,"Thriller","PG-13","Jun",8,76,"long","0","5"
"2016","49","Ice Age: Collision Course","Fox",64063008,3997,21373064,3992,"7/22","11/3",94,"Animation","PG","Jul",11,104,"medium","0","5"
"2016","50","The Boss","Uni.",63285885,3495,23586645,3480,"4/8","8/4",99,"Comedy","R","Apr",8,118,"medium","0","5"
"2016","51","London Has Fallen","Focus",62678608,3492,21635601,3490,"3/4","6/2",99,"Action","R","Mar",6,90,"medium","0","6"
"2016","52","Miracles from Heaven","TriS",61705123,3155,14812393,3047,"3/16","7/21",109,"Drama","PG","Mar",7,127,"medium","0","6"
"2016","53","Deepwater Horizon","LG/S",61433527,3403,20223544,3259,"9/30","12/15",107,"Action Drama","PG-13","Sep",12,76,"medium","0","6"
"2016","54","Why Him?","Fox",60323786,3008,11002986,2917,"12/23","3/23",111,"Comedy","R","Dec",3,90,"medium","0","6"
"2016","55","My Big Fat Greek Wedding 2","Uni.",59689605,3179,17861950,3133,"3/25","5/26",94,"Comedy","PG-13","Mar",5,62,"medium","0","6"
"2016","56","Jack Reacher: Never Go Back","Par.",58697076,3780,22872490,3780,"10/21","1/12",118,"Crime Drama","PG-13","Oct",1,83,"medium","0","6"
"2016","57","Fences","Par.",57682904,2368,129462,4,"12/16","3/30",138,"Drama","PG-13","Dec",3,104,"long","0","6"
"2016","58","Me Before You","WB",56245075,2762,18723269,2704,"6/3","8/18",110,"Romance","PG-13","Jun",8,76,"medium","0","6"
"2016","59","The BFG","BV",55483770,3392,18775350,3357,"7/1","10/13",117,"Adventure","PG","Jul",10,104,"medium","0","6"
"2016","60","Neighbors 2: Sorority Rising","Uni.",55455765,3416,21760405,3384,"5/20","7/14",91,"Comedy","R","May",7,55,"medium","0","6"
"2016","61","The Shallows","Sony",55124043,2962,16800868,2962,"6/24","9/29",85,"Horror","PG-13","Jun",9,97,"short","0","7"
"2016","62","Office Christmas Party","Par.",54767494,3210,16890204,3210,"12/9","1/26",105,"Comedy","R","Dec",1,48,"medium","0","7"
"2016","63","Assassin's Creed","Fox",54647948,2996,10278225,2970,"12/21","3/9",140,"Action","PG-13","Dec",3,78,"long","0","7"
"2016","64","Barbershop: The Next Cut","WB",54030051,2676,20242415,2661,"4/15","7/14",112,"Comedy","PG-13","Apr",7,90,"medium","0","7"
"2016","65","13 Hours: The Secret Soldiers of Benghazi","Par.",52853219,2917,16194738,2389,"1/15","3/24",144,"Drama","R","Jan",3,69,"long","0","7"
"2016","66","Lion","Wein.",51738905,1802,123360,4,"11/25","5/11",120,"Drama","PG-13","Nov",5,167,"long","0","7"
"2016","67","The Huntsman: Winter's War","Uni.",48390190,3802,19445035,3791,"4/22","8/4",114,"Action / Adventure","PG-13","Apr",8,104,"medium","0","7"
"2016","68","Kubo and the Two Strings","Focus",48023088,3279,12608372,3260,"8/19","12/1",101,"Animation","PG","Aug",12,104,"medium","0","7"
"2016","69","Manchester by the Sea","RAtt.",47695371,1213,256498,4,"11/18","4/27",135,"Drama","R","Nov",4,160,"long","0","7"
"2016","70","Warcraft","Uni.",47365290,3406,24166110,3400,"6/10","9/8",123,"Fantasy","PG-13","Jun",9,90,"long","0","7"
"2016","71","How to Be Single","WB",46843513,3357,17878911,3343,"2/12","4/14",110,"Romantic Comedy","R","Feb",4,62,"medium","0","8"
"2016","72","Mike and Dave Need Wedding Dates","Fox",46009673,3008,16628170,2982,"7/8","10/13",98,"Comedy","R","Jul",10,97,"medium","0","8"
"2016","73","War Dogs","WB",43034523,3258,14685305,3258,"8/19","10/20",114,"Comedy / Drama","R","Aug",10,62,"medium","0","8"
"2016","74","Almost Christmas","Uni.",42158780,2379,15134235,2376,"11/11","1/12",112,"Comedy","PG-13","Nov",1,62,"medium","0","8"
"2016","75","Money Monster","TriS",41012075,3104,14788157,3104,"5/13","8/4",95,"Drama / Thriller","R","May",8,83,"medium","0","8"
"2016","76","Allied","Par.",40098064,3160,12701743,3160,"11/23","1/26",121,"Romantic Thriller","R","Nov",1,64,"long","0","8"
"2016","77","Nerve","LGF",38583626,2538,9445456,2538,"7/27","10/6",96,"Thriller","PG-13","Jul",10,71,"medium","0","8"
"2016","78","Risen","Sony",36880033,2915,11801271,2915,"2/19","5/19",107,"Action / Adventure","PG-13","Feb",5,90,"medium","0","8"
"2016","79","The Nice Guys","WB",36261763,2865,11203270,2865,"5/20","8/4",116,"Comedy Thriller","R","May",8,76,"medium","0","8"
"2016","80","The Boy (2016)","STX",35819556,2671,10778392,2671,"1/22","3/31",98,"Horror","PG-13","Jan",3,69,"medium","0","8"
"2016","81","Dirty Grandpa","LGF",35593113,2912,11111875,2912,"1/22","3/17",102,"Comedy","R","Jan",3,55,"medium","0","9"
"2016","82","Ouija: Origin of Evil","Uni.",35144505,3168,14065500,3167,"10/21","12/29",99,"Horror","PG-13","Oct",12,69,"medium","0","9"
"2016","83","The 5th Wave","Sony",34916787,2908,10326356,2908,"1/22","5/26",112,"Sci-Fi Action","PG-13","Jan",5,125,"medium","0","9"
"2016","84","Inferno","Sony",34343574,3576,14860425,3576,"10/28","1/19",121,"Thriller","PG-13","Oct",1,83,"long","0","9"
"2016","85","Mother's Day","ORF",32492859,3291,8369184,3035,"4/29","6/16",118,"Comedy","PG-13","Apr",6,48,"medium","0","9"
"2016","86","Patriots Day","LGF",31886361,3120,161306,7,"12/21","3/9",130,"Drama","R","Dec",3,78,"long","0","9"
"2016","87","Gods of Egypt","LG/S",31153464,3117,14123903,3117,"2/26","5/12",127,"Action / Adventure","PG-13","Feb",5,76,"long","0","9"
"2016","88","Collateral Beauty","WB",31016021,3028,7102085,3028,"12/16","2/9",94,"Drama","PG-13","Dec",2,55,"medium","0","9"
"2016","89","\"Hail, Caesar!\"","Uni.",30498085,2248,11355225,2232,"2/5","6/30",100,"Comedy","PG-13","Feb",6,146,"medium","0","9"
"2016","90","When the Bough Breaks","SGem",29747603,2246,14202323,2246,"9/9","11/17",107,"Drama","PG-13","Sep",11,69,"medium","0","9"
"2016","91","Zoolander 2","Par.",28848693,3418,13841146,3394,"2/12","3/31",100,"Comedy","PG-13","Feb",3,48,"medium","0","10"
"2016","92","Moonlight (2016)","A24",27854932,1564,402075,4,"10/21","5/4",110,"Drama","R","Oct",5,195,"medium","0","10"
"2016","93","The Finest Hours","BV",27569558,3143,10288932,3143,"1/29","4/7",109,"Thriller","PG-13","Jan",4,69,"medium","0","10"
"2016","94","Florence Foster Jenkins","Par.",27383770,1528,6601313,1528,"8/12","10/27",110,"Drama","PG-13","Aug",10,76,"medium","0","10"
"2016","95","Hell or High Water","LGF",27007844,1505,621329,32,"8/12","11/17",102,"Action Drama","R","Aug",11,97,"medium","0","10"
"2016","96","The Forest","Focus",26594261,2509,12741176,2451,"1/8","3/17",95,"Horror","PG-13","Jan",3,69,"medium","0","10"
"2016","97","Ben-Hur (2016)","Par.",26410477,3084,11203815,3084,"8/19","10/6",123,"Historical Epic","PG-13","Aug",10,48,"long","0","10"
"2016","98","The Witch","A24",25138705,2204,8800230,2046,"2/19","5/26",92,"Horror","R","Feb",5,97,"medium","0","10"
"2016","99","Bridget Jones's Baby","Uni.",24252420,2930,8571785,2927,"9/16","12/15",122,"Romantic Comedy","R","Sep",12,90,"long","0","10"
"2016","100","Kevin Hart: What Now?","Uni.",23591043,2567,11767210,2567,"10/14","12/15",96,"Concert","R","Oct",12,62,"medium","0","10"
"2017","1","Star Wars: The Last Jedi","BV",620181382,4232,220009584,4232,"12/15","4/19",151,"Sci-Fi Fantasy","PG-13","Dec",4,125,"long","6","1"
"2017","2","Beauty and the Beast (2017)","BV",504014165,4210,174750616,4210,"3/17","7/13",129,"Fantasy","PG","Mar",7,118,"long","5","1"
"2017","3","Wonder Woman","WB",412563408,4165,103251471,4165,"6/2","11/9",141,"Action / Adventure","PG-13","Jun",11,160,"long","4","1"
"2017","4","Jumanji: Welcome to the Jungle","Sony",404515480,3849,36169328,3765,"12/20","-",119,"Action","PG-13","Dec",NA,NA,"medium","4","1"
"2017","5","Guardians of the Galaxy Vol. 2","BV",389813101,4347,146510104,4347,"5/5","9/21",137,"Action / Adventure","PG-13","May",9,139,"long","3","1"
"2017","6","Spider-Man: Homecoming","Sony",334201140,4348,117027503,4348,"7/7","11/30",133,"Action / Adventure","PG-13","Jul",11,146,"long","3","1"
"2017","7","It","WB",327481748,4148,123403419,4103,"9/8","12/14",135,"Horror","R","Sep",12,97,"long","3","1"
"2017","8","Thor: Ragnarok","BV",315058289,4080,122744989,4080,"11/3","3/15",130,"Action / Adventure","PG-13","Nov",3,132,"long","3","1"
"2017","9","Despicable Me 3","Uni.",264624300,4535,72434025,4529,"6/30","12/21",90,"Animation","PG","Jun",12,174,"medium","2","1"
"2017","10","Justice League","WB",229024295,4051,93842239,4051,"11/17","3/15",119,"Action / Adventure","PG-13","Nov",3,118,"medium","2","1"
"2017","11","Logan","Fox",226277068,4071,88411916,4071,"3/3","7/13",135,"Action / Adventure","R","Mar",7,132,"long","2","2"
"2017","12","The Fate of the Furious","Uni.",226008385,4329,98786705,4310,"4/14","8/10",136,"Action","PG-13","Apr",8,118,"long","2","2"
"2017","13","Coco","BV",209726015,3987,50802605,3987,"11/22","4/26",109,"Animation","PG","Nov",4,155,"medium","2","2"
"2017","14","Dunkirk","WB",188045546,4014,50513488,3720,"7/21","11/23",106,"War","PG-13","Jul",11,125,"medium","1","2"
"2017","15","Get Out","Uni.",176040665,3143,33377060,2781,"2/24","2/15",103,"Horror","R","Feb",2,356,"medium","1","2"
"2017","16","The LEGO Batman Movie","WB",175750384,4088,53003468,4088,"2/10","6/8",104,"Animation","PG","Feb",6,118,"medium","1","2"
"2017","17","The Boss Baby","Fox",175003033,3829,50198902,3773,"3/31","11/2",97,"Animation","PG","Mar",11,216,"medium","1","2"
"2017","18","The Greatest Showman","Fox",174016519,3342,8805843,3006,"12/20","-",105,"Musical","PG","Dec",NA,NA,"medium","1","2"
"2017","19","Pirates of the Caribbean: Dead Men Tell No Tales","BV",172558876,4276,62983253,4276,"5/26","9/21",129,"Period Adventure","PG-13","May",9,118,"long","1","2"
"2017","20","Kong: Skull Island","WB",168052812,3846,61025472,3846,"3/10","6/15",118,"Action / Adventure","PG-13","Mar",6,97,"medium","1","2"
"2017","21","Cars 3","BV",152901115,4256,53688680,4256,"6/16","11/2",102,"Animation","G","Jun",11,139,"medium","1","3"
"2017","22","War for the Planet of the Apes","Fox",146880162,4100,56262929,4022,"7/14","11/30",140,"Sci-Fi Action","PG-13","Jul",11,139,"long","1","3"
"2017","23","Split","Uni.",138291365,3373,40010975,3038,"1/20","5/11",117,"Horror Thriller","PG-13","Jan",5,111,"medium","1","3"
"2017","24","Wonder","LGF",132422809,3519,27547866,3096,"11/17","3/22",113,"Drama","PG","Nov",3,125,"medium","1","3"
"2017","25","Transformers: The Last Knight","Par.",130168683,4132,44680073,4069,"6/21","8/24",149,"Sci-Fi Action","PG-13","Jun",8,64,"long","1","3"
"2017","26","Girls Trip","Uni.",115171585,2648,31201920,2591,"7/21","10/19",122,"Comedy","R","Jul",10,90,"long","1","3"
"2017","27","Fifty Shades Darker","Uni.",114581250,3714,46607250,3710,"2/10","4/6",115,"Romance","R","Feb",4,55,"medium","1","3"
"2017","28","Baby Driver","TriS",107825862,3226,20553320,3226,"6/28","10/19",112,"Action / Crime","R","Jun",10,113,"medium","1","3"
"2017","29","Pitch Perfect 3","Uni.",104897530,3468,19928525,3447,"12/22","3/8",96,"Comedy","PG-13","Dec",3,76,"medium","1","3"
"2017","30","Daddy's Home 2","Par.",104029443,3575,29651193,3575,"11/10","2/15",100,"Comedy","PG-13","Nov",2,97,"medium","1","3"
"2017","31","Murder on the Orient Express (2017)","Fox",102826543,3354,28681472,3341,"11/10","-",114,"Thriller","PG-13","Nov",NA,NA,"medium","1","4"
"2017","32","Annabelle: Creation","WB",102092201,3565,35006404,3502,"8/11","11/2",109,"Horror","R","Aug",11,83,"medium","1","4"
"2017","33","Kingsman: The Golden Circle","Fox",100234838,4038,39023010,4003,"9/22","1/4",141,"Action Comedy","R","Sep",1,104,"long","1","4"
"2017","34","Blade Runner 2049","WB",92054159,4058,32753122,4058,"10/6","2/1",163,"Sci-Fi","R","Oct",2,118,"long","0","4"
"2017","35","John Wick: Chapter Two","LG/S",92029184,3113,30436123,3113,"2/10","4/27",122,"Action","R","Feb",4,76,"long","0","4"
"2017","36","The Emoji Movie","Sony",86089513,4075,24531923,4075,"7/28","11/30",86,"Animation","PG","Jul",11,125,"short","0","4"
"2017","37","Power Rangers (2017)","LGF",85364450,3693,40300288,3693,"3/24","6/1",124,"Action / Adventure","PG-13","Mar",6,69,"long","0","4"
"2017","38","Ferdinand","Fox",84410380,3630,13401586,3621,"12/15","5/31",107,"Animation","PG","Dec",5,167,"medium","0","4"
"2017","39","The Post","Fox",81903458,2851,526011,9,"12/22","5/17",115,"Drama","PG-13","Dec",5,146,"medium","0","4"
"2017","40","The Mummy (2017)","Uni.",80227895,4035,31688375,4035,"6/9","8/24",107,"Action / Adventure","PG-13","Jun",8,76,"medium","0","4"
"2017","41","The Hitman's Bodyguard","LG/S",75468583,3377,21384504,3377,"8/18","11/2",118,"Action Comedy","R","Aug",11,76,"medium","0","5"
"2017","42","Alien: Covenant","Fox",74262031,3772,36160621,3761,"5/19","8/31",122,"Sci-Fi Horror","R","May",8,104,"long","0","5"
"2017","43","Captain Underpants: The First Epic Movie","Fox",73921000,3529,23851539,3434,"6/2","11/2",89,"Animation","PG","Jun",11,153,"short","0","5"
"2017","44","A Bad Moms Christmas","STX",72110659,3615,16759161,3615,"11/1","1/11",104,"Comedy","R","Nov",1,71,"medium","0","5"
"2017","45","A Dog's Purpose","Uni.",64508620,3178,18222810,3059,"1/27","5/18",120,"Comedy / Drama","PG","Jan",5,111,"long","0","5"
"2017","46","The Shape of Water","FoxS",63859435,2341,166564,2,"12/1","5/3",119,"Fantasy Drama","R","Dec",5,153,"medium","0","5"
"2017","47","The LEGO Ninjago Movie","WB",59281555,4047,20433071,4047,"9/22","11/30",101,"Animation","PG","Sep",11,69,"medium","0","5"
"2017","48","Baywatch","Par.",58060186,3647,18503871,3647,"5/25","7/27",116,"Action Comedy","R","May",7,63,"medium","0","5"
"2017","49","The Shack","LG/S",57386418,2888,16172119,2888,"3/3","5/18",132,"Drama","PG-13","Mar",5,76,"long","0","5"
"2017","50","Darkest Hour","Focus",56468410,1733,175006,4,"11/22","4/12",125,"Drama","PG-13","Nov",4,141,"long","0","5"
"2017","51","Happy Death Day","Uni.",55683845,3535,26039025,3149,"10/13","12/14",96,"Horror","PG-13","Oct",12,62,"medium","0","6"
"2017","52","\"Three Billboards Outside Ebbing, Missouri\"","FoxS",54513740,1726,322168,4,"11/10","5/3",115,"Crime Comedy","R","Nov",5,174,"medium","0","6"
"2017","53","Atomic Blonde","Focus",51687870,3326,18286420,3304,"7/28","10/5",115,"Thriller","R","Jul",10,69,"medium","0","6"
"2017","54","American Made","Uni.",51342000,3098,16776390,3024,"9/29","12/14",115,"Crime Thriller","R","Sep",12,76,"medium","0","6"
"2017","55","The Dark Tower","Sony",50701325,3451,19153698,3451,"8/4","10/19",95,"Fantasy","PG-13","Aug",10,76,"medium","0","6"
"2017","56","Lady Bird","A24",48958273,1557,364437,4,"11/3","4/5",93,"Comedy / Drama","R","Nov",4,153,"medium","0","6"
"2017","57","Tyler Perry's Boo 2! A Madea Halloween","LGF",47319572,2388,21226953,2388,"10/20","12/14",101,"Comedy","PG-13","Oct",12,55,"medium","0","6"
"2017","58","Snatched","Fox",45852178,3511,19542248,3501,"5/12","8/3",91,"Comedy","R","May",8,83,"medium","0","6"
"2017","59","The Great Wall","Uni.",45540830,3328,18469620,3326,"2/17","6/1",104,"Action","PG-13","Feb",6,104,"medium","0","6"
"2017","60","Smurfs: The Lost Village","Sony",45020282,3610,13210449,3610,"4/7","8/3",81,"Animation","PG","Apr",8,118,"short","0","6"
"2017","61","Going in Style (2017)","WB",45018541,3076,11932330,3061,"4/7","7/13",96,"Comedy","PG-13","Apr",7,97,"medium","0","7"
"2017","62","All Eyez on Me","LG/S",44922302,2471,26435354,2471,"6/16","8/3",140,"Drama","R","Jun",8,48,"long","0","7"
"2017","63","xXx: The Return of Xander Cage","Par.",44898413,3651,20130142,3651,"1/20","3/16",107,"Action / Adventure","PG-13","Jan",3,55,"medium","0","7"
"2017","64","47 Meters Down","ENTMP",44307192,2471,11205561,2270,"6/16","10/19",89,"Horror Thriller","PG-13","Jun",10,125,"short","0","7"
"2017","65","The Big Sick","LGF",42873127,2597,421577,5,"6/23","10/22",120,"Romantic Comedy","R","Jun",10,121,"long","0","7"
"2017","66","Valerian and the City of a Thousand Planets","STX",41189488,3553,17007624,3553,"7/21","9/21",137,"Sci-Fi","PG-13","Jul",9,62,"long","0","7"
"2017","67","The Star","Sony",40852824,2976,9812674,2837,"11/17","2/15",86,"Animation","PG","Nov",2,90,"short","0","7"
"2017","68","Ghost in the Shell (2017)","Par.",40563557,3440,18676033,3440,"3/31","5/25",120,"Sci-Fi Action","PG-13","Mar",5,55,"long","0","7"
"2017","69","King Arthur: Legend of the Sword","WB",39175066,3702,15371270,3702,"5/12","7/20",126,"Adventure","PG-13","May",7,69,"long","0","7"
"2017","70","Jigsaw","LGF",38052832,2941,16640452,2941,"10/27","12/21",91,"Horror","R","Oct",12,55,"medium","0","7"
"2017","71","American Assassin","LGF",36249674,3154,14846778,3154,"9/15","11/9",111,"Action / Adventure","R","Sep",11,55,"medium","0","8"
"2017","72","The Foreigner","STX",34393507,2515,13113024,2515,"10/13","12/21",114,"Action Thriller","R","Oct",12,69,"medium","0","8"
"2017","73","\"Everything, Everything\"","WB",34121140,2801,11727390,2801,"5/19","7/27",96,"Drama","PG-13","May",7,69,"medium","0","8"
"2017","74","Wind River","Wein.",33800859,2890,161558,4,"8/4","12/7",110,"Drama","R","Aug",12,125,"medium","0","8"
"2017","75","Geostorm","WB",33700160,3246,13707376,3246,"10/20","1/11",109,"Action","PG-13","Oct",1,83,"medium","0","8"
"2017","76","Monster Trucks","Par.",33370166,3119,10950705,3119,"1/13","3/16",104,"Action Comedy","PG","Jan",3,62,"medium","0","8"
"2017","77","Fist Fight","WB",32187017,3185,12201873,3185,"2/17","4/13",91,"Comedy","R","Feb",4,55,"medium","0","8"
"2017","78","How to be a Latin Lover","PNT",32149404,1203,12252439,1118,"4/28","6/22",115,"Comedy","PG-13","Apr",6,55,"medium","0","8"
"2017","79","Kidnap (2017)","Aviron",30718107,2418,10016323,2378,"8/4","11/16",89,"Action Thriller","R","Aug",11,104,"short","0","8"
"2017","80","Underworld: Blood Wars","SGem",30353973,3070,13688751,3070,"1/6","3/9",91,"Action Horror","R","Jan",3,62,"medium","0","8"
"2017","81","The Mountain Between Us","Fox",30348555,3259,10551336,3088,"10/6","12/21",103,"Drama","PG-13","Oct",12,76,"medium","0","9"
"2017","82","Life (2017)","Sony",30234022,3146,12501936,3146,"3/24","6/1",103,"Sci-Fi Thriller","R","Mar",6,69,"medium","0","9"
"2017","83","\"I, Tonya\"","Neon",30014539,1450,264155,4,"12/8","4/19",120,"Comedy","R","Dec",4,132,"long","0","9"
"2017","84","Hostiles","ENTMP",29819114,2934,22849,3,"12/22","5/10",135,"Drama","R","Dec",5,139,"long","0","9"
"2017","85","Molly's Game","STX",28780744,1708,2349967,271,"12/25","3/8",140,"Drama","R","Dec",3,73,"long","0","9"
"2017","86","The Nut Job 2: Nutty by Nature","ORF",28370522,4003,8342311,4003,"8/11","9/28",91,"Animation","PG","Aug",9,48,"medium","0","9"
"2017","87","Rings","Par.",27793018,2931,13002632,2931,"2/3","3/23",102,"Horror","PG-13","Feb",3,48,"medium","0","9"
"2017","88","Logan Lucky","BST",27780977,3031,7600036,3031,"8/18","11/9",119,"Action Comedy","PG-13","Aug",11,83,"medium","0","9"
"2017","89","Home Again","ORF",27020284,3036,8567881,2940,"9/8","11/9",97,"Romantic Comedy","PG-13","Sep",11,62,"medium","0","9"
"2017","90","Resident Evil: The Final Chapter","SGem",26830068,3104,13601682,3104,"1/27","3/30",106,"Sci-Fi Action","R","Jan",3,62,"medium","0","9"
"2017","91","The House","WB",25584504,3134,8724795,3134,"6/30","8/31",88,"Comedy","R","Jun",8,62,"short","0","10"
"2017","92","All the Money in the World","TriS",25113707,2123,5584684,2074,"12/25","3/22",132,"Crime","R","Dec",3,87,"long","0","10"
"2017","93","Gifted","FoxS",24801212,2215,446380,56,"4/7","8/24",101,"Drama","PG-13","Apr",8,139,"medium","0","10"
"2017","94","Downsizing","Par.",24449754,2668,4954287,2668,"12/22","2/1",135,"Comedy / Drama","R","Dec",2,41,"long","0","10"
"2017","95","The Bye Bye Man","STX",22395806,2220,13501349,2220,"1/13","2/16",96,"Horror Thriller","PG-13","Jan",2,34,"medium","0","10"
"2017","96","Victoria and Abdul","Focus",22245070,1060,158845,4,"9/22","1/4",112,"Drama","PG-13","Sep",1,104,"medium","0","10"
"2017","97","Rough Night","Sony",22105643,3162,8004283,3162,"6/16","8/31",101,"Comedy / Drama","R","Jun",8,76,"medium","0","10"
"2017","98","My Little Pony: The Movie","LGF",21885107,2528,8885899,2528,"10/6","-",99,"Animation","PG","Oct",NA,NA,"medium","0","10"
"2017","99","Leap!","Wein.",21858070,2705,4730038,2575,"8/25","12/7",89,"Animation","PG","Aug",12,104,"short","0","10"
"2017","100","The Disaster Artist","A24",21120616,1010,1211345,19,"12/1","3/8",98,"Comedy","R","Dec",3,97,"medium","0","10"
